audio_stop_number,object_id,title,media_url,in_gallery_version,stop_type
612,698,"Moche, Vessel",p612.mp3,1,extended
616,5783,"Woodlands Region, Belt Cup",p616.mp3,1,extended
701,1886,"Gerrit van Honthorst, Denial of St. Peter",p701.mp3,1,extended
710,1570,"Piranesi, Table",p710.mp3,1,extended
713,2420,"Writing Desk",p713.mp3,1,extended
715,1748,"Vincenzo Coaci, Inkstand and case",p715.mp3,1,extended
715,1748,"Vincenzo Coaci, Inkstand and case",p715.mp3,1,extended
717,1520,"Giovanni Giardini da Forli, Holy Water Stoup",p717.mp3,1,extended
718,593,"Copley, Mrs. Nathaniel Allen",p718.mp3,1,extended
719,5771,"Attributed Welby Northmore Pugin, Side cabinet",p719.mp3,1,extended
722,11955,"Adam Leckhardt, St. Jerome",p722.mp3,1,extended
724,2127,"Frederick, Lord Leighton, Jonathan's Token to David",p724.mp3,1,extended
725,1272,"Seurat, Port-en-Bessin",p725.mp3,1,extended
726,,"Paulus Moreelse, Lucas van Voorst and Catharina van Voorst",p726.mp3,1,extended
727,1227,"Jean-Baptiste-Siméon Chardin, The Attributes of the Arts",p727.mp3,1,extended
728,1163,"Pierre Auguste Renoir, The Piazza San Marco, Venice",p728.mp3,1,extended
729,4578,"Delacroix, View of Tangier",p729.mp3,1,extended
730,1655,"Gustave Caillebotte, Nude on a Couch",p730.mp3,1,extended
750,452,"Jasper Cropsey, Catskill Mountain House",p750.mp3,1,extended
760,5054,"Hope, Library table",p760.mp3,1,extended
780,8024,"Charleston Drawing Room",p780.mp3,1,extended
780,8010,"Charleston Dining Room",p780.mp3,1,extended
781,8278,"Connecticut Room",p781.mp3,1,extended
782,,"MacFarlane Memorial Room",p782.mp3,1,extended
783,9668,"Queen Anne Room",p783.mp3,1,extended
784,14863,"Northumberland Room",p784.mp3,1,extended
785,14157,"Tudor room",p785.mp3,1,extended
786,14019,"Providence Parlor",p786.mp3,1,extended
787,,"Judaica overview",p787.mp3,1,extended
791,,"18th C Silk Textiles",p791.mp3,1,extended
795,5566,"Menorah",p795.mp3,1,extended
796,13202,"Torah crown",p796.mp3,1,extended
797,5604,"Yad (Torah pointer)",p797.mp3,1,extended
799,5556,"Tzedakah (alms)",p799.mp3,1,extended
801,,"MAEP Overview",p801.mp3,1,extended
803,4725,"Jean-Émile Puiforcat, Coffee and Tea Service",p803.mp3,1,extended
834,19689,"Frank Lloyd Wright, Hallway",p834.mp3,1,extended
850,45,"Childe Hassam, Isles of Shoals",p850.mp3,1,extended
851,1385,"George Bellows, Mrs. T. in Cream Silk, No 2",p851.mp3,1,extended
852,1318,"Paul Klee, Howling Dog",p852.mp3,1,extended
853,1355,"Francis Bacon, Study for Portrait VI",p853.mp3,1,extended
854,3291,"Dali, Portrait of Juan de Pareja, the Assistant to Velázquez",p854.mp3,1,extended
860,1517,"Pablo Picasso, Woman in an Armchair",p860.mp3,1,extended
862,1555,"Jean Miró, Head of a Woman",p862.mp3,1,extended
1201,,"Introduction, Christian Peterson, Associate Curator of Photography and New Media",1201-Intro.mp3,1,quick
1202,,"Peter Beard, From the video \""With Peter Beard in Africa,\"" 1988",1202-Beard.mp3,1,quick
1203,,"John Coplans, Film in the Cities, Saint Paul, MN, October 27, 1985",1203-Coplans.mp3,1,quick
1204,,"Lee Friedlander, Presentation at MIA, December 5, 1987",1204-Friedlander.mp3,1,quick
1205,,"Vance Gellert, Interview at MIA, January 2011",1205-Gellert.mp3,1,quick
1206,,"Robert Heinecken, Presentation at the Minneapolis College of Art & Design, February 10, 1983",1206-Heinecken.mp3,1,quick
1207,,"Wellington Lee, From the video \""Wellington Lee: 60 Years of Artistic Photography,\"" 1999",1207-Lee.mp3,1,quick
1208,,"Jerome Liebling, Speaking in 1980",1208-Liebling.mp3,1,quick
1209,,"Joann Verburg, Film in the Cities, Saint Paul, MN, February 24, 1982",1209-Verburg.mp3,1,quick
